class,concept,weight
huevos rancheros,dark green color,0.6
huevos rancheros,brownish red,0.7
huevos rancheros,color will be brown,0.5
huevos rancheros,golden and brown,0.7
huevos rancheros,melty cheese on top,0.7
huevos rancheros,toasted bun,0.5
huevos rancheros,"deep, reddish brown",0.6
huevos rancheros,"rich, dark brown",0.5
huevos rancheros,reddish brown,0.6
huevos rancheros,color of a new penny,0.6
huevos rancheros,sunny side up egg,1.0
huevos rancheros,color is a red,0.6
huevos rancheros,rich golden brown,0.5
huevos rancheros,yolk,1.0
huevos rancheros,topped with jalapeo,1.0
huevos rancheros,"baked, fried, saueed",0.7
huevos rancheros,aromatic,0.5
huevos rancheros,cheese is bubbling,0.8
huevos rancheros,"round, flat cake",0.9
huevos rancheros,fried golden brown,0.7
huevos rancheros,round or oval,0.6
huevos rancheros,layered dish,0.9
huevos rancheros,consumed whole,0.5
huevos rancheros,nice tang,0.6
huevos rancheros,slice of white onion,0.7
huevos rancheros,bright red,0.8
huevos rancheros,various toppings,0.9
huevos rancheros,vibrant red,0.8
huevos rancheros,look very appetizing,0.7
huevos rancheros,lighter in color,0.5
huevos rancheros,baked or broiled,0.6
huevos rancheros,color is toasted,0.5
huevos rancheros,red center,0.7
huevos rancheros,adds to color,0.5
huevos rancheros,cheese in the middle,0.7
huevos rancheros,round,0.5
huevos rancheros,golden and delicious,0.7
huevos rancheros,one large dish,0.5
huevos rancheros,avocado,0.6
huevos rancheros,topping,0.5
huevos rancheros,garnishe,0.6
huevos rancheros,rich red,0.6
huevos rancheros,visually appealing,0.7
huevos rancheros,bit red in color,0.6
huevos rancheros,look appetizing,0.7
huevos rancheros,beautiful red color,0.6
huevos rancheros,white base,0.5
huevos rancheros,layer of red tomato,0.8
huevos rancheros,lean protein,0.6
huevos rancheros,round and flat,0.5
huevos rancheros,flavorful salsa,0.5
huevos rancheros,"soft, warm tortilla",0.5
huevos rancheros,look slightly messy,0.5
huevos rancheros,popular in mexico,0.8
huevos rancheros,base of avocado,0.6
huevos rancheros,cooked sunny-side up,1.0
huevos rancheros,shredded lettuce,0.7
huevos rancheros,shredded cheese,0.7
huevos rancheros,assembled,0.8
huevos rancheros,generally round,0.5
huevos rancheros,and peppers,0.8
huevos rancheros,fried egg,1.0
huevos rancheros,zesty red,0.7
huevos rancheros,slightly spiced,0.5
huevos rancheros,cilantro,0.6
huevos rancheros,drizzle on top,0.8
huevos rancheros,"thick, red broth",0.7
huevos rancheros,hint of spice,0.5
huevos rancheros,chopped or diced,0.7
huevos rancheros,green onions,0.6
huevos rancheros,shredded or chopped,0.8
huevos rancheros,circular border,0.5
huevos rancheros,dull red color,0.5
huevos rancheros,"dark, reddish brown",0.5
huevos rancheros,meld together nicely,0.6
huevos rancheros,green color,0.5
huevos rancheros,served on a tortilla,1.0
huevos rancheros,sauce,0.9
huevos rancheros,fluffy yellow color,0.9
huevos rancheros,delicate white color,0.7
huevos rancheros,"dark, brown color",0.5
huevos rancheros,dish,1.0
huevos rancheros,very hearty,0.8
huevos rancheros,bright green garnish,0.7
huevos rancheros,rich red color,0.8
huevos rancheros,very unique dish,0.9
huevos rancheros,reddish tint to it,0.8
huevos rancheros,slightly runny yolk,0.9
huevos rancheros,sour cream on food,0.8
huevos rancheros,fiery red,0.7
huevos rancheros,variety of textures,0.8
huevos rancheros,green side,0.7
huevos rancheros,white or green,0.6
huevos rancheros,white cheese,0.7
huevos rancheros,orange color,0.5
huevos rancheros,served melted,0.6
huevos rancheros,deep orange in color,0.5
huevos rancheros,top with tomatoes,0.9
huevos rancheros,"bright, fiery red",0.6
huevos rancheros,gooey and melty,0.5
huevos rancheros,thin line of sauce,0.8
huevos rancheros,irregular,0.5
huevos rancheros,bit flat,0.7
huevos rancheros,"bright, sunny yellow",0.7
huevos rancheros,served whole,0.6
huevos rancheros,thin strips,0.6
huevos rancheros,cheese,0.6
huevos rancheros,garnished,0.7
huevos rancheros,rich tone,0.7
huevos rancheros,kick of heat,0.8
huevos rancheros,warm to touch,0.6
huevos rancheros,"thick, cheesy sauce",0.7
huevos rancheros,crisp shell,0.7
huevos rancheros,darker food,0.5
huevos rancheros,color is deep golden,0.5
huevos rancheros,bit of a bite to it,0.8
huevos rancheros,"intense, fiery color",0.7
huevos rancheros,moderately thick,0.5
huevos rancheros,first toasted,0.5
huevos rancheros,crispy bottom,0.6
huevos rancheros,layered in dish,0.7
huevos rancheros,"round, flat bread",0.5
huevos rancheros,thick and cheesy,0.7
huevos rancheros,saltiness,0.5
huevos rancheros,salsa,1.0
huevos rancheros,red,0.8
huevos rancheros,baked in a sauce,0.6
huevos rancheros,"round, colorful",0.5
huevos rancheros,bit brown in color,0.5
huevos rancheros,"intense, dark red",0.6
huevos rancheros,pink or red in color,0.7
huevos rancheros,"green, leafy mess",0.5
huevos rancheros,earthy,0.7
huevos rancheros,"deep, rich brown",0.8
huevos rancheros,typically dark brown,0.6
huevos rancheros,"round, flat dish",0.9
huevos rancheros,served open-faced,1.0
huevos rancheros,dark reddish color,0.7
huevos rancheros,rich golden color,0.6
huevos rancheros,fried in a pan,0.8
hummus,looks appetizing,0.7
hummus,good,0.5
hummus,slightly lumpy,0.5
hummus,white or yellow,0.7
hummus,oily,0.6
hummus,lumpy,0.5
hummus,"moist, oily texture",0.8
hummus,thick and pasty,0.9
hummus,color is beige,0.7
hummus,pale in color,0.5
hummus,rich and smooth,0.7
hummus,"round, like a food",0.7
hummus,"large, round shape",0.5
hummus,creamy interior,1.0
hummus,light brownish-gray,0.9
hummus,neutral color,0.7
hummus,"small, ceramic bowl",0.6
hummus,tan color,0.8
hummus,pale in colour,0.6
hummus,mildly tangy,0.5
hummus,pale white,0.7
hummus,sheen from the cream,0.5
hummus,light colored flesh,0.5
hummus,glossy surface,0.5
hummus,"""chickpea"" in arabic",1.0
hummus,shaped like a dip,0.9
hummus,a side of naan bread,0.5
hummus,beige,1.0
hummus,round or oval,1.0
hummus,creamy and mild,0.8
hummus,dimpled surface,0.5
hummus,beige color,0.5
hummus,"unique, nutty flavor",0.7
hummus,garnishe,0.5
hummus,finger food,0.6
hummus,suit anyone's taste,0.5
hummus,slight graininess,0.5
hummus,scooped up,0.8
hummus,oval,0.5
hummus,chips,0.6
hummus,plain,0.5
hummus,velvety,0.5
hummus,round and flat,0.7
hummus,grainy texture,0.6
hummus,color is natural,0.5
hummus,flavorful and,0.5
hummus,light brown exterior,0.7
hummus,"smooth, thick paste",0.8
hummus,pale ivory color,0.7
hummus,flavors,0.5
hummus,surface was smooth,0.8
hummus,slightly creamy,0.9
hummus,drizzle on top,0.7
hummus,mildly nutty flavor,0.8
hummus,thick and sticky,0.5
hummus,texture is perfect,0.6
hummus,a hint of lemon,0.7
hummus,meld together nicely,0.5
hummus,base,0.8
hummus,solid,0.5
hummus,sauce,0.7
hummus,little lumpy,0.6
hummus,fluffy yellow color,0.5
hummus,dish,0.8
hummus,very unique dish,0.5
hummus,moist interior,1.0
hummus,variety of textures,0.5
hummus,few small bumps,1.0
hummus,slight chewiness,0.5
hummus,green side,0.5
hummus,white or green,0.5
hummus,orange color,0.5
hummus,light orange color,0.5
hummus,greenish-white color,0.5
hummus,top with tomatoes,0.5
hummus,chilled,0.5
hummus,round or oval-shaped,1.0
hummus,uniform in color,1.0
hummus,not too mushy,0.5
hummus,irregular,0.5
hummus,bit flat,0.7
hummus,common in israel,0.8
hummus,garnished,0.6
hummus,soft in the middle,0.5
hummus,rich tone,0.8
hummus,"pure, golden color",0.6
hummus,simple and few,0.7
hummus,color is deep golden,0.5
hummus,nutmeg brown,0.5
hummus,moderately thick,0.7
hummus,bit brown in color,0.6
hummus,brownish-gold,0.5
hummus,color is taupe,0.8
hummus,off-white,0.9
hummus,earthy,0.7
hummus,no large chunks,0.8
hummus,slightly rounded,0.6
hummus,surface is smooth,0.9
hummus,"round, flat dish",0.7
hummus,thickened,0.7
hummus,served on a platter,0.6
hummus,uniform,0.5
ice cream,a lot of toppings,1.0
ice cream,firm and white,0.5
ice cream,looks appetizing,0.8
ice cream,chocolate sprinkles,1.0
ice cream,"light, fluffy white",0.5
ice cream,white or yellow,0.8
ice cream,pristine white,0.7
ice cream,sugar,0.5
ice cream,colors,0.6
ice cream,round and small,0.8
ice cream,allowed to harden,0.8
ice cream,once chilled,0.7
ice cream,melted,0.9
ice cream,beautiful sheen,0.5
ice cream,usually round,0.7
ice cream,rich and smooth,0.8
ice cream,scooped into a cone,1.0
ice cream,traditionally topped,0.5
ice cream,chocolate drip,0.9
ice cream,stunning red color,0.6
ice cream,"round, like a food",0.8
ice cream,slightly domed top,0.7
ice cream,"bright, red color",0.6
ice cream,magnificent color,0.5
ice cream,white or chocolate,0.9
ice cream,"large, round shape",0.7
ice cream,creamy interior,1.0
ice cream,light and airy touch,0.7
ice cream,rich and light,0.8
ice cream,neutral color,0.5
ice cream,chocolate hardens,0.6
ice cream,with a perfect bite,0.6
ice cream,top with a cherry,0.7
ice cream,airy texture,0.8
ice cream,pale in colour,0.5
ice cream,"soft, fluffy inside",0.7
ice cream,very versatile,0.5
ice cream,melted and bubbly,0.5
ice cream,pale white,0.8
ice cream,sheen from the cream,0.9
ice cream,light colored flesh,0.7
ice cream,refrige,0.8
ice cream,symmetrical in shape,0.5
ice cream,color is uniform,0.6
ice cream,glossy surface,0.7
ice cream,not at all greasy,0.5
ice cream,frozen food section,0.8
ice cream,white,0.6
ice cream,chocolate,0.9
ice cream,pale white color,0.8
ice cream,very pale in color,0.7
ice cream,not be cooked,0.5
ice cream,round or oval,0.6
ice cream,creamy and mild,0.9
ice cream,various toppings,0.8
ice cream,melted together,0.7
ice cream,look very appetizing,0.5
ice cream,lighter in color,0.5
ice cream,flavor is strawberry,0.8
ice cream,"soft, chewy inside",0.5
ice cream,round,0.5
ice cream,spherical in shape,0.5
ice cream,white and round,0.6
ice cream,shape is round,0.6
ice cream,"fluffy, white color",0.5
ice cream,scooped up,0.5
ice cream,visually appealing,0.8
ice cream,look appetizing,0.9
ice cream,uniform in shape,0.5
ice cream,a hit,0.7
ice cream,pretty in pink color,0.5
ice cream,velvety,0.7
ice cream,very creamy white,0.8
ice cream,swirl design,0.6
ice cream,texture,0.5
ice cream,soft and velvety,0.5
ice cream,"creamy, dreamy white",0.6
ice cream,sheen,0.7
ice cream,nice bite,0.5
ice cream,signature sweetness,0.8
ice cream,thick and gooey,0.6
ice cream,round cross-section,0.5
ice cream,food is melting,0.9
ice cream,grainy texture,0.7
ice cream,white and sticky,0.5
ice cream,smooth custard base,0.8
ice cream,"smooth, thick paste",0.5
ice cream,flavors,0.6
ice cream,"pale, white color",0.8
ice cream,strawberry and po,0.9
ice cream,golden in color,0.6
ice cream,very pretty in color,0.5
ice cream,"rich, indulgent",0.7
ice cream,surface was smooth,0.6
ice cream,slightly creamy,0.8
ice cream,have a glossy sheen,0.5
ice cream,drizzle on top,0.6
ice cream,thick and sticky,0.5
ice cream,"round, like a cake",0.5
ice cream,in the refrigerator,0.7
ice cream,shaped like a bowl,0.5
ice cream,reminds me of summer,0.8
ice cream,symmetrical shape,0.8
ice cream,spherical,0.9
ice cream,solid,0.5
ice cream,symmetrical,0.8
ice cream,milky white,0.7
ice cream,very symmetrical,0.8
ice cream,shiny surface,0.7
ice cream,cream,0.9
ice cream,tall,0.6
ice cream,delicate white color,0.7
ice cream,bucket of ice,0.5
ice cream,spherical shape,0.6
ice cream,chewy and moist,0.5
ice cream,spooned into bowls,0.5
ice cream,cherry on top,0.5
ice cream,served melted,0.8
ice cream,chilled,0.9
ice cream,gooey and melty,0.6
ice cream,thin line of sauce,0.7
ice cream,real milk chocolate,0.8
ice cream,soft top,0.7
ice cream,served whole,0.5
ice cream,top is caramelized,0.6
ice cream,looks nice and thick,0.6
ice cream,garnished,0.6
ice cream,soft in the middle,0.5
ice cream,"round, blunt end",0.5
ice cream,white foam on top,0.7
ice cream,also slightly sweet,0.6
ice cream,still light and airy,0.5
ice cream,dish can be frozen,0.8
ice cream,blue top,0.5
ice cream,spherical or oblong,0.9
ice cream,held,0.8
ice cream,round on the top,0.7
ice cream,creamier white,0.6
ice cream,"round, white dessert",0.8
ice cream,sheen to them,0.5
ice cream,opaque,0.7
ice cream,round and smooth,0.8
ice cream,bottom is curved,0.6
ice cream,syrupy texture,0.5
ice cream,rounded,0.7
ice cream,color is off-white,0.6
ice cream,"round, colorful",0.7
ice cream,hint of vanilla bean,0.8
ice cream,point at the top,0.5
ice cream,covered in sprinkles,0.9
ice cream,off-white,0.8
ice cream,"deep, rich brown",0.5
ice cream,no large chunks,0.6
ice cream,slightly rounded,0.7
ice cream,typically dark brown,0.5
ice cream,surface is smooth,0.9
ice cream,curved,0.5
ice cream,thickened,0.5
ice cream,light and delicate,0.6
ice cream,pink and white mix,0.7
ice cream,lightest in color,0.5
lasagna,a lot of toppings,0.7
lasagna,looks appetizing,0.6
lasagna,rectangle,0.8
lasagna,flat top,0.6
lasagna,golden hue,0.5
lasagna,baked in a deep dish,0.7
lasagna,"thin, flat noodle",0.9
lasagna,regal golden color,0.5
lasagna,baked in the oven,1.0
lasagna,ricotta,0.7
lasagna,tubes,1.0
lasagna,4 sides,0.6
lasagna,4 corners,0.6
lasagna,gravy is thick,0.7
lasagna,"moist, oily texture",0.6
lasagna,melted,0.7
lasagna,"crispy, golden-brow",0.6
lasagna,orange in color,0.5
lasagna,slightly toasted,0.5
lasagna,use pan,0.7
lasagna,"neat, even rows",0.5
lasagna,rich and smooth,0.6
lasagna,soft inside,0.6
lasagna,stretch,0.5
lasagna,a lot of noodles,0.8
lasagna,gooey and stringy,0.9
lasagna,traditionally topped,0.6
lasagna,spinach or mushrooms,0.7
lasagna,deep,0.5
lasagna,rectangular cake,0.8
lasagna,brown side,0.7
lasagna,stunning red color,0.8
lasagna,buffalo mozzarella,0.6
lasagna,"bright, red color",0.8
lasagna,nice and steamy,0.5
lasagna,mozzarella,0.7
lasagna,lovely golden hue,0.5
lasagna,creamy interior,0.8
lasagna,"thick, hearty sauce",0.9
lasagna,marinara sauce,0.9
lasagna,a lot of sauce on it,0.9
lasagna,melted and bubbly,0.9
lasagna,"exquisite, rich red",0.9
lasagna,red or orange color,0.8
lasagna,chopped or shredded,0.5
lasagna,shredded or diced,0.5
lasagna,brownish red,0.7
lasagna,color will be brown,0.6
lasagna,golden and brown,0.5
lasagna,gooey interior,0.7
lasagna,melty cheese on top,0.9
lasagna,"deep, reddish brown",0.7
lasagna,"rich, dark brown",0.5
lasagna,bubbling,0.8
lasagna,shaped like squares,0.8
lasagna,gooey and bubbly,0.9
lasagna,reddish brown,0.7
lasagna,color of a new penny,0.6
lasagna,cross-section,0.6
lasagna,color is a red,0.5
lasagna,rich golden brown,0.7
lasagna,basic rectangle,0.8
lasagna,broader and thicker,0.5
lasagna,gooey and melted,0.9
lasagna,spiral-shaped pasta,0.7
lasagna,has two layers,0.5
lasagna,"baked, fried, saueed",0.8
lasagna,cheese is bubbling,0.9
lasagna,gooey brown color,0.5
lasagna,layered dish,1.0
lasagna,basil or thyme,0.5
lasagna,rectangular pastry,0.5
lasagna,nice crust,0.5
lasagna,four corners,0.5
lasagna,melted together,1.0
lasagna,vibrant red,1.0
lasagna,look very appetizing,0.8
lasagna,france and italy,0.5
lasagna,visible through it,0.5
lasagna,"soft, chewy inside",1.0
lasagna,baked or broiled,1.0
lasagna,slightly runny,0.8
lasagna,top is rounded,0.5
lasagna,mild,0.6
lasagna,lunch the next day,0.7
lasagna,bit tan in color,0.5
lasagna,color is toasted,0.5
lasagna,evenly cooked,0.8
lasagna,spinach or broccoli,0.6
lasagna,cheese in the middle,1.0
lasagna,beige color,0.6
lasagna,yet filling,0.7
lasagna,golden and delicious,0.9
lasagna,please all palates,0.8
lasagna,deep sides,0.8
lasagna,color will be darker,0.6
lasagna,firm and meaty,0.7
lasagna,one large dish,0.7
lasagna,"long, thin noodle",0.8
lasagna,overall tender,0.6
lasagna,topping,0.7
lasagna,messy dish,0.5
lasagna,bubbly and thick,0.6
lasagna,visually appealing,0.7
lasagna,bit red in color,0.8
lasagna,crispy and chewy,0.8
lasagna,perfect rectangle,0.5
lasagna,look appetizing,0.8
lasagna,beautiful red color,0.8
lasagna,square shape,0.5
lasagna,uniform in shape,0.5
lasagna,uniform golden color,0.7
lasagna,layer of red tomato,0.9
lasagna,thick and viscous,0.8
lasagna,dark and rich,0.8
lasagna,stacked sandwich,0.7
lasagna,neat pile,0.5
lasagna,warm and cozy,0.6
lasagna,"juicy, red center",0.7
lasagna,texture,0.7
lasagna,soft and velvety,0.6
lasagna,hearty,0.8
lasagna,tender interior,0.6
lasagna,thick and sturdy,0.7
lasagna,still filling,0.5
lasagna,thick throughout,0.6
lasagna,baked until crisp,0.6
lasagna,sliced thickly,0.5
lasagna,darker brown center,0.5
lasagna,thick and gooey,0.8
lasagna,look slightly messy,0.6
lasagna,golden reddish brown,0.6
lasagna,toasty color,0.5
lasagna,shredded cheese,0.7
lasagna,bubbl,0.5
lasagna,assembled,0.8
lasagna,bottom layer is food,0.7
lasagna,surface is bumpy,0.5
lasagna,golden in color,0.5
lasagna,zesty red,0.6
lasagna,slight thickness,0.6
lasagna,flat top and bottom,0.7
lasagna,staggered fashion,0.6
lasagna,chopped or diced,0.5
lasagna,shredded or chopped,0.5
lasagna,texture is perfect,0.5
lasagna,not overcooked,0.5
lasagna,meld together nicely,0.5
lasagna,a rectangle,0.7
lasagna,baked in a big pan,0.9
lasagna,sauce,0.8
lasagna,hot,0.5
lasagna,parmesan or romano,0.6
lasagna,stacked in a pile,0.7
lasagna,dish,0.9
lasagna,very hearty,0.8
lasagna,baked as well,0.8
lasagna,always hits the spot,0.6
lasagna,moist interior,0.8
lasagna,variety of textures,0.7
lasagna,slight chewiness,0.6
lasagna,marinara or alfredo,0.9
lasagna,white cheese,0.8
lasagna,orange color,0.7
lasagna,thick and golden,0.6
lasagna,served melted,0.8
lasagna,deep orange in color,0.5
lasagna,toasted or baked,0.7
lasagna,top with tomatoes,0.5
lasagna,not too mushy,0.6
lasagna,"bright, fiery red",0.5
lasagna,gooey and melty,0.8
lasagna,messy affair,0.6
lasagna,thin line of sauce,0.8
lasagna,thin strips,0.5
lasagna,cheese,0.9
lasagna,looks nice and thick,0.7
lasagna,soft in the middle,0.5
lasagna,warm to touch,0.5
lasagna,"thick, cheesy sauce",0.9
lasagna,dark brown top,0.5
lasagna,layered in dish,1.0
lasagna,regular rectangle,1.0
lasagna,"long, thin square",0.8
lasagna,edges are crispy,0.7
lasagna,edges are straight,0.8
lasagna,reddish brown color,0.5
lasagna,thickly sliced,0.6
lasagna,crisp edges,0.6
lasagna,thick and cheesy,0.9
lasagna,repeating pattern,0.7
lasagna,red,0.7
lasagna,baked in a sauce,0.9
lasagna,"long, flat noodle",0.9
lasagna,bubbly,0.8
lasagna,bit brown in color,0.7
lasagna,ruffled edges,0.6
lasagna,baked in a large pan,0.8
lasagna,"intense, dark red",0.7
lasagna,pink or red in color,0.6
lasagna,thick and raised,0.7
lasagna,brownish-gold,0.7
lasagna,"deep, rich brown",0.5
lasagna,typically dark brown,0.6
lobster bisque,"small, brown legs",0.7
lobster bisque,fiery red color,0.8
lobster bisque,dressing thick,0.6
lobster bisque,looks appetizing,1.0
lobster bisque,golden hue,0.5
lobster bisque,steam rising from it,0.6
lobster bisque,good,0.8
lobster bisque,slightly lumpy,0.7
lobster bisque,regal golden color,0.6
lobster bisque,impress,0.7
lobster bisque,dark amber color,0.7
lobster bisque,very hearty soup,0.8
lobster bisque,murky looking,0.5
lobster bisque,gravy is thick,0.5
