class,concept,weight
Seaside Sparrow,bill shape is dagger,4.54545454545
Seaside Sparrow,bill shape is needle,0.649350649351
Seaside Sparrow,bill shape is all-purpose,49.3506493506
Seaside Sparrow,bill shape is cone,44.1558441558
Seaside Sparrow,wing color is blue,4.6511627907
Seaside Sparrow,wing color is brown,61.2403100775
Seaside Sparrow,wing color is iridescent,2.32558139535
Seaside Sparrow,wing color is grey,40.3100775194
Seaside Sparrow,wing color is yellow,4.6511627907
Seaside Sparrow,wing color is olive,1.5503875969
Seaside Sparrow,wing color is orange,6.97674418605
Seaside Sparrow,wing color is black,14.7286821705
Seaside Sparrow,wing color is white,7.7519379845
Seaside Sparrow,wing color is buff,36.4341085271
Seaside Sparrow,upperparts color is blue,5.1724137931
Seaside Sparrow,upperparts color is brown,58.6206896552
Seaside Sparrow,upperparts color is iridescent,5.1724137931
Seaside Sparrow,upperparts color is grey,45.6896551724
Seaside Sparrow,upperparts color is yellow,4.31034482759
Seaside Sparrow,upperparts color is black,11.2068965517
Seaside Sparrow,upperparts color is white,8.62068965517
Seaside Sparrow,upperparts color is red,1.72413793103
Seaside Sparrow,upperparts color is buff,37.0689655172
Seaside Sparrow,underparts color is blue,4.28571428571
Seaside Sparrow,underparts color is brown,32.1428571429
Seaside Sparrow,underparts color is iridescent,3.57142857143
Seaside Sparrow,underparts color is grey,50.7142857143
Seaside Sparrow,underparts color is yellow,4.28571428571
Seaside Sparrow,underparts color is orange,0.714285714286
Seaside Sparrow,underparts color is black,13.5714285714
Seaside Sparrow,underparts color is white,22.1428571429
Seaside Sparrow,underparts color is buff,33.5714285714
Seaside Sparrow,breast pattern is solid,29.4117647059
Seaside Sparrow,breast pattern is spotted,5.14705882353
Seaside Sparrow,breast pattern is striped,49.2647058824
Seaside Sparrow,breast pattern is multi-colored,16.1764705882
Seaside Sparrow,back color is blue,5.60747663551
Seaside Sparrow,back color is brown,44.8598130841
Seaside Sparrow,back color is iridescent,5.60747663551
Seaside Sparrow,back color is grey,55.1401869159
Seaside Sparrow,back color is yellow,4.67289719626
Seaside Sparrow,back color is black,9.34579439252
Seaside Sparrow,back color is white,12.1495327103
Seaside Sparrow,back color is buff,33.6448598131
Seaside Sparrow,tail shape is forked tail,6.73076923077
Seaside Sparrow,tail shape is rounded tail,10.5769230769
Seaside Sparrow,tail shape is notched tail,39.4230769231
Seaside Sparrow,tail shape is fan-shaped tail,5.76923076923
Seaside Sparrow,tail shape is pointed tail,30.7692307692
Seaside Sparrow,tail shape is squared tail,6.73076923077
Seaside Sparrow,upper tail color is blue,3.37078651685
Seaside Sparrow,upper tail color is brown,34.8314606742
Seaside Sparrow,upper tail color is rufous,3.37078651685
Seaside Sparrow,upper tail color is grey,47.191011236
Seaside Sparrow,upper tail color is black,10.1123595506
Seaside Sparrow,upper tail color is white,2.24719101124
Seaside Sparrow,upper tail color is red,1.12359550562
Seaside Sparrow,upper tail color is buff,34.8314606742
Seaside Sparrow,head pattern is malar,12.3188405797
Seaside Sparrow,head pattern is crested,1.44927536232
Seaside Sparrow,head pattern is eyebrow,34.0579710145
Seaside Sparrow,head pattern is eyering,7.24637681159
Seaside Sparrow,head pattern is plain,28.9855072464
Seaside Sparrow,head pattern is eyeline,13.768115942
Seaside Sparrow,head pattern is striped,10.8695652174
Seaside Sparrow,head pattern is capped,0.724637681159
Seaside Sparrow,breast color is blue,3.73134328358
Seaside Sparrow,breast color is brown,32.8358208955
Seaside Sparrow,breast color is iridescent,4.4776119403
Seaside Sparrow,breast color is grey,50.0
Seaside Sparrow,breast color is yellow,3.73134328358
Seaside Sparrow,breast color is orange,2.23880597015
Seaside Sparrow,breast color is black,10.447761194
Seaside Sparrow,breast color is white,26.1194029851
Seaside Sparrow,breast color is buff,34.328358209
Seaside Sparrow,throat color is blue,3.37837837838
Seaside Sparrow,throat color is brown,16.8918918919
Seaside Sparrow,throat color is iridescent,3.37837837838
Seaside Sparrow,throat color is grey,43.9189189189
Seaside Sparrow,throat color is orange,0.675675675676
Seaside Sparrow,throat color is black,7.43243243243
Seaside Sparrow,throat color is white,41.8918918919
Seaside Sparrow,throat color is buff,20.2702702703
Seaside Sparrow,eye color is blue,1.30718954248
Seaside Sparrow,eye color is brown,13.0718954248
Seaside Sparrow,eye color is grey,1.96078431373
Seaside Sparrow,eye color is black,84.3137254902
Seaside Sparrow,eye color is white,1.96078431373
Seaside Sparrow,eye color is buff,5.88235294118
Seaside Sparrow,bill length is about the same as head,28.3783783784
Seaside Sparrow,bill length is longer than head,4.05405405405
Seaside Sparrow,bill length is shorter than head,67.5675675676
Seaside Sparrow,forehead color is blue,3.44827586207
Seaside Sparrow,forehead color is brown,37.9310344828
Seaside Sparrow,forehead color is iridescent,2.06896551724
Seaside Sparrow,forehead color is grey,38.6206896552
Seaside Sparrow,forehead color is yellow,20.0
Seaside Sparrow,forehead color is pink,2.06896551724
Seaside Sparrow,forehead color is black,25.5172413793
Seaside Sparrow,forehead color is buff,20.6896551724
Seaside Sparrow,under tail color is blue,4.71698113208
Seaside Sparrow,under tail color is brown,39.6226415094
Seaside Sparrow,under tail color is iridescent,2.83018867925
Seaside Sparrow,under tail color is rufous,2.83018867925
Seaside Sparrow,under tail color is grey,45.2830188679
Seaside Sparrow,under tail color is black,12.2641509434
Seaside Sparrow,under tail color is white,4.71698113208
Seaside Sparrow,under tail color is buff,32.0754716981
Seaside Sparrow,nape color is blue,1.41843971631
Seaside Sparrow,nape color is brown,31.914893617
Seaside Sparrow,nape color is iridescent,3.54609929078
Seaside Sparrow,nape color is grey,56.7375886525
Seaside Sparrow,nape color is yellow,3.54609929078
Seaside Sparrow,nape color is pink,2.12765957447
Seaside Sparrow,nape color is black,14.8936170213
Seaside Sparrow,nape color is white,7.09219858156
Seaside Sparrow,nape color is buff,26.2411347518
Seaside Sparrow,belly color is blue,5.79710144928
Seaside Sparrow,belly color is brown,34.0579710145
Seaside Sparrow,belly color is iridescent,2.17391304348
Seaside Sparrow,belly color is grey,50.7246376812
Seaside Sparrow,belly color is pink,0.724637681159
Seaside Sparrow,belly color is black,10.1449275362
Seaside Sparrow,belly color is white,29.7101449275
Seaside Sparrow,belly color is buff,30.4347826087
Seaside Sparrow,wing shape is rounded-wings,49.4117647059
Seaside Sparrow,wing shape is pointed-wings,20.0
Seaside Sparrow,wing shape is broad-wings,5.88235294118
Seaside Sparrow,wing shape is tapered-wings,14.1176470588
Seaside Sparrow,wing shape is long-wings,10.5882352941
Seaside Sparrow,size is large (16 - 32 in),2.1897810219
Seaside Sparrow,size is small (5 - 9 in),53.2846715328
Seaside Sparrow,size is medium (9 - 16 in),6.56934306569
Seaside Sparrow,size is very small (3 - 5 in),37.9562043796
Seaside Sparrow,shape is chicken-like-marsh,2.0979020979
Seaside Sparrow,shape is gull-like,1.3986013986
Seaside Sparrow,shape is hummingbird-like,3.4965034965
Seaside Sparrow,shape is pigeon-like,8.39160839161
Seaside Sparrow,shape is tree-clinging-like,8.39160839161
Seaside Sparrow,shape is hawk-like,3.4965034965
Seaside Sparrow,shape is sandpiper-like,3.4965034965
Seaside Sparrow,shape is upland-ground-like,2.0979020979
Seaside Sparrow,shape is swallow-like,4.8951048951
Seaside Sparrow,shape is perching-like,62.2377622378
Seaside Sparrow,back pattern is solid,26.3636363636
Seaside Sparrow,back pattern is spotted,10.0
Seaside Sparrow,back pattern is striped,41.8181818182
Seaside Sparrow,back pattern is multi-colored,21.8181818182
Seaside Sparrow,tail pattern is solid,50.0
Seaside Sparrow,tail pattern is spotted,2.94117647059
Seaside Sparrow,tail pattern is striped,20.5882352941
Seaside Sparrow,tail pattern is multi-colored,26.4705882353
Seaside Sparrow,belly pattern is solid,34.0579710145
Seaside Sparrow,belly pattern is spotted,6.52173913043
Seaside Sparrow,belly pattern is striped,44.2028985507
Seaside Sparrow,belly pattern is multi-colored,15.2173913043
Seaside Sparrow,primary color is blue,5.92105263158
Seaside Sparrow,primary color is brown,36.8421052632
Seaside Sparrow,primary color is iridescent,1.97368421053
Seaside Sparrow,primary color is purple,0.657894736842
Seaside Sparrow,primary color is grey,53.9473684211
Seaside Sparrow,primary color is yellow,1.97368421053
Seaside Sparrow,primary color is olive,1.97368421053
Seaside Sparrow,primary color is orange,1.97368421053
Seaside Sparrow,primary color is black,16.4473684211
Seaside Sparrow,primary color is white,7.89473684211
Seaside Sparrow,primary color is buff,36.8421052632
Seaside Sparrow,leg color is blue,2.04081632653
Seaside Sparrow,leg color is brown,25.8503401361
Seaside Sparrow,leg color is grey,47.619047619
Seaside Sparrow,leg color is orange,3.40136054422
Seaside Sparrow,leg color is black,10.8843537415
Seaside Sparrow,leg color is white,4.08163265306
Seaside Sparrow,leg color is red,2.04081632653
Seaside Sparrow,leg color is buff,26.5306122449
Seaside Sparrow,bill color is blue,1.38888888889
Seaside Sparrow,bill color is brown,15.2777777778
Seaside Sparrow,bill color is grey,69.4444444444
Seaside Sparrow,bill color is yellow,3.47222222222
Seaside Sparrow,bill color is pink,1.38888888889
Seaside Sparrow,bill color is orange,1.38888888889
Seaside Sparrow,bill color is black,15.9722222222
Seaside Sparrow,bill color is white,4.16666666667
Seaside Sparrow,bill color is buff,11.1111111111
Seaside Sparrow,crown color is blue,3.75939849624
Seaside Sparrow,crown color is brown,45.1127819549
Seaside Sparrow,crown color is grey,47.3684210526
Seaside Sparrow,crown color is yellow,3.75939849624
Seaside Sparrow,crown color is orange,0.751879699248
Seaside Sparrow,crown color is black,13.5338345865
Seaside Sparrow,crown color is white,1.5037593985
Seaside Sparrow,crown color is red,2.25563909774
Seaside Sparrow,crown color is buff,28.5714285714
Seaside Sparrow,wing pattern is solid,21.0084033613
Seaside Sparrow,wing pattern is spotted,6.72268907563
Seaside Sparrow,wing pattern is striped,43.6974789916
Seaside Sparrow,wing pattern is multi-colored,28.5714285714
Song Sparrow,bill shape is dagger,1.36054421769
Song Sparrow,bill shape is hooked,4.08163265306
Song Sparrow,bill shape is all-purpose,14.9659863946
Song Sparrow,bill shape is cone,79.5918367347
Song Sparrow,wing color is blue,0.671140939597
Song Sparrow,wing color is brown,93.288590604
Song Sparrow,wing color is purple,0.671140939597
Song Sparrow,wing color is rufous,3.35570469799
Song Sparrow,wing color is grey,20.8053691275
Song Sparrow,wing color is yellow,2.01342281879
Song Sparrow,wing color is orange,7.38255033557
Song Sparrow,wing color is black,20.1342281879
Song Sparrow,wing color is white,20.8053691275
Song Sparrow,wing color is buff,59.0604026846
Song Sparrow,upperparts color is brown,93.4306569343
Song Sparrow,upperparts color is rufous,4.3795620438
Song Sparrow,upperparts color is grey,16.0583941606
Song Sparrow,upperparts color is pink,0.729927007299
Song Sparrow,upperparts color is orange,4.3795620438
Song Sparrow,upperparts color is black,12.4087591241
Song Sparrow,upperparts color is white,20.4379562044
Song Sparrow,upperparts color is red,2.1897810219
Song Sparrow,upperparts color is buff,63.503649635
Song Sparrow,underparts color is brown,70.5128205128
Song Sparrow,underparts color is iridescent,1.28205128205
Song Sparrow,underparts color is rufous,1.92307692308
Song Sparrow,underparts color is grey,16.6666666667
Song Sparrow,underparts color is yellow,3.84615384615
Song Sparrow,underparts color is orange,1.92307692308
Song Sparrow,underparts color is black,5.76923076923
Song Sparrow,underparts color is white,67.3076923077
Song Sparrow,underparts color is buff,42.9487179487
Song Sparrow,breast pattern is solid,6.32911392405
Song Sparrow,breast pattern is spotted,10.7594936709
Song Sparrow,breast pattern is striped,60.7594936709
Song Sparrow,breast pattern is multi-colored,22.1518987342
Song Sparrow,back color is brown,92.125984252
Song Sparrow,back color is purple,0.787401574803
Song Sparrow,back color is rufous,2.36220472441
Song Sparrow,back color is grey,16.5354330709
Song Sparrow,back color is orange,6.29921259843
Song Sparrow,back color is black,10.2362204724
Song Sparrow,back color is white,22.8346456693
Song Sparrow,back color is buff,72.4409448819
Song Sparrow,tail shape is rounded tail,12.1739130435
Song Sparrow,tail shape is notched tail,51.3043478261
Song Sparrow,tail shape is fan-shaped tail,5.21739130435
Song Sparrow,tail shape is pointed tail,16.5217391304
Song Sparrow,tail shape is squared tail,14.7826086957
Song Sparrow,upper tail color is blue,0.990099009901
Song Sparrow,upper tail color is brown,77.2277227723
Song Sparrow,upper tail color is rufous,1.9801980198
Song Sparrow,upper tail color is grey,14.8514851485
Song Sparrow,upper tail color is yellow,2.9702970297
Song Sparrow,upper tail color is olive,0.990099009901
Song Sparrow,upper tail color is orange,1.9801980198
Song Sparrow,upper tail color is black,5.94059405941
Song Sparrow,upper tail color is white,11.8811881188
Song Sparrow,upper tail color is buff,56.4356435644
Song Sparrow,head pattern is spotted,3.59712230216
Song Sparrow,head pattern is malar,21.5827338129
Song Sparrow,head pattern is crested,1.43884892086
Song Sparrow,head pattern is eyebrow,24.4604316547
Song Sparrow,head pattern is eyering,15.8273381295
Song Sparrow,head pattern is plain,7.19424460432
Song Sparrow,head pattern is eyeline,15.1079136691
Song Sparrow,head pattern is striped,33.8129496403
Song Sparrow,head pattern is capped,8.63309352518
Song Sparrow,breast color is brown,78.3439490446
Song Sparrow,breast color is rufous,1.91082802548
Song Sparrow,breast color is grey,20.3821656051
Song Sparrow,breast color is yellow,1.91082802548
Song Sparrow,breast color is orange,5.73248407643
Song Sparrow,breast color is black,6.36942675159
Song Sparrow,breast color is white,59.872611465
Song Sparrow,breast color is buff,44.5859872611
Song Sparrow,throat color is brown,44.0
Song Sparrow,throat color is iridescent,1.33333333333
Song Sparrow,throat color is purple,0.666666666667
Song Sparrow,throat color is rufous,2.0
Song Sparrow,throat color is grey,19.3333333333
Song Sparrow,throat color is yellow,2.0
Song Sparrow,throat color is orange,3.33333333333
Song Sparrow,throat color is black,5.33333333333
Song Sparrow,throat color is white,52.0
Song Sparrow,throat color is buff,35.3333333333
Song Sparrow,eye color is brown,8.86075949367
Song Sparrow,eye color is black,96.2025316456
Song Sparrow,eye color is white,1.89873417722
Song Sparrow,eye color is red,0.632911392405
Song Sparrow,bill length is shorter than head,100.0
Song Sparrow,forehead color is brown,82.2368421053
Song Sparrow,forehead color is rufous,3.28947368421
Song Sparrow,forehead color is grey,15.1315789474
Song Sparrow,forehead color is orange,3.94736842105
Song Sparrow,forehead color is black,8.55263157895
Song Sparrow,forehead color is white,19.7368421053
Song Sparrow,forehead color is buff,35.5263157895
Song Sparrow,under tail color is brown,75.0
Song Sparrow,under tail color is purple,0.862068965517
Song Sparrow,under tail color is rufous,3.44827586207
Song Sparrow,under tail color is grey,9.48275862069
Song Sparrow,under tail color is yellow,2.58620689655
Song Sparrow,under tail color is orange,8.62068965517
Song Sparrow,under tail color is black,8.62068965517
Song Sparrow,under tail color is white,10.3448275862
Song Sparrow,under tail color is buff,60.3448275862
Song Sparrow,nape color is blue,0.740740740741
Song Sparrow,nape color is brown,77.7777777778
Song Sparrow,nape color is rufous,1.48148148148
Song Sparrow,nape color is grey,23.7037037037
Song Sparrow,nape color is orange,4.44444444444
